Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2018-06-12T13:10:04.072-0400,200,0,,,,0:0:0:0:0:0:0:1,POST,authenticateAPI,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,,77BF5258-D975-49FF-A7C6-516F63C822E2,,,
2018-06-12T13:10:07.875-0400,200,0,,,,0:0:0:0:0:0:0:1,POST,login,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,,77BF5258-D975-49FF-A7C6-516F63C822E2,,,
2018-06-12T17:10:12.921+0000,500,1,8869193C-89E7-45A3-A065-11FF7C7E0C79,CB13B272-636E-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,GET,getInstanceLinks,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,,77BF5258-D975-49FF-A7C6-516F63C822E2,,,
2018-06-12T17:16:29.372+0000,401,0,,CB13B272-636E-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,GET,getInstanceLinks,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,,77BF5258-D975-49FF-A7C6-516F63C822E2,,,
2018-06-12T17:16:33.470+0000,200,0,,,,0:0:0:0:0:0:0:1,POST,authenticateAPI,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,,77BF5258-D975-49FF-A7C6-516F63C822E2,,,
2018-06-12T17:16:35.989+0000,200,0,,,,0:0:0:0:0:0:0:1,POST,login,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,,77BF5258-D975-49FF-A7C6-516F63C822E2,,,
2018-06-12T17:16:39.433+0000,200,1,8869193C-89E7-45A3-A065-11FF7C7E0C79,71058A5A-646E-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,GET,getInstanceLinks,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,,77BF5258-D975-49FF-A7C6-516F63C822E2,,,
2018-06-12T17:17:22.850+0000,200,1,8869193C-89E7-45A3-A065-11FF7C7E0C79,71058A5A-646E-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,GET,getInstanceLinks,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,,77BF5258-D975-49FF-A7C6-516F63C822E2,,,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2018-06-12T13:18:37.985-0400,200,1,8869193C-89E7-45A3-A065-11FF7C7E0C79,71058A5A-646E-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,GET,getInstanceLinks,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,,77BF5258-D975-49FF-A7C6-516F63C822E2,,,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2018-06-12T13:21:12.756-0400,200,1,8869193C-89E7-45A3-A065-11FF7C7E0C79,71058A5A-646E-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,GET,getInstanceLinks,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,,77BF5258-D975-49FF-A7C6-516F63C822E2,,,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2018-06-12T13:23:54.801-0400,200,1,8869193C-89E7-45A3-A065-11FF7C7E0C79,71058A5A-646E-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,GET,getInstanceLinks,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,,77BF5258-D975-49FF-A7C6-516F63C822E2,,,
2018-06-12T17:23:59.534+0000,500,1,8869193C-89E7-45A3-A065-11FF7C7E0C79,71058A5A-646E-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,GET,getInstanceLinks,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,,77BF5258-D975-49FF-A7C6-516F63C822E2,,,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
