Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2018-01-10T14:37:47.685-0500,500,1,853B0E39-6D06-4AA8-97DE-4568EFD58C6A,397FA2B2-90F4-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,GET,getNotifications,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,A9D45738-1AA1-42FB-AB4B-1493A319AC28,,,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2018-01-10T14:44:09.712-0500,500,1,853B0E39-6D06-4AA8-97DE-4568EFD58C6A,397FA2B2-90F4-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,POST,createNotifications,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,A9D45738-1AA1-42FB-AB4B-1493A319AC28,,,
2018-01-10T14:45:37.532-0500,200,1,853B0E39-6D06-4AA8-97DE-4568EFD58C6A,397FA2B2-90F4-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,POST,createNotifications,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,A9D45738-1AA1-42FB-AB4B-1493A319AC28,,,
2018-01-10T14:46:14.375-0500,200,1,853B0E39-6D06-4AA8-97DE-4568EFD58C6A,397FA2B2-90F4-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,POST,createNotifications,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,A9D45738-1AA1-42FB-AB4B-1493A319AC28,,,
2018-01-10T14:48:47.569-0500,400,1,853B0E39-6D06-4AA8-97DE-4568EFD58C6A,397FA2B2-90F4-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,PUT,updateNotifications,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,A9D45738-1AA1-42FB-AB4B-1493A319AC28,,,
2018-01-10T14:49:03.531-0500,500,1,853B0E39-6D06-4AA8-97DE-4568EFD58C6A,397FA2B2-90F4-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,PUT,updateNotifications,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,A9D45738-1AA1-42FB-AB4B-1493A319AC28,,,
2018-01-10T14:50:12.528-0500,201,1,853B0E39-6D06-4AA8-97DE-4568EFD58C6A,397FA2B2-90F4-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,PUT,updateNotifications,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,A9D45738-1AA1-42FB-AB4B-1493A319AC28,,,
2018-01-10T14:51:40.239-0500,500,1,853B0E39-6D06-4AA8-97DE-4568EFD58C6A,397FA2B2-90F4-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,GET,getNotifications,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,A9D45738-1AA1-42FB-AB4B-1493A319AC28,,,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2018-01-10T14:55:50.023-0500,500,1,853B0E39-6D06-4AA8-97DE-4568EFD58C6A,397FA2B2-90F4-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,GET,getNotifications,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,A9D45738-1AA1-42FB-AB4B-1493A319AC28,,,
2018-01-10T14:56:58.383-0500,500,1,853B0E39-6D06-4AA8-97DE-4568EFD58C6A,397FA2B2-90F4-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,GET,getNotifications,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,A9D45738-1AA1-42FB-AB4B-1493A319AC28,,,
2018-01-10T14:58:20.319-0500,500,1,853B0E39-6D06-4AA8-97DE-4568EFD58C6A,397FA2B2-90F4-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,GET,getNotifications,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,A9D45738-1AA1-42FB-AB4B-1493A319AC28,,,
