2017-12-06T15:26:48.597+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,2B2C5DE1-99DA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T15:26:55.525+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,2B2C5DE1-99DA-E711-810B-0A719F038A93,127.0.0.1,,POST,createNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T15:27:17.127+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,2B2C5DE1-99DA-E711-810B-0A719F038A93,127.0.0.1,,POST,createNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T15:27:28.875+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,2B2C5DE1-99DA-E711-810B-0A719F038A93,127.0.0.1,,PUT,updateNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T15:27:32.395+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,2B2C5DE1-99DA-E711-810B-0A719F038A93,127.0.0.1,,PUT,updateNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T15:27:35.502+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,2B2C5DE1-99DA-E711-810B-0A719F038A93,127.0.0.1,,PUT,updateNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T15:27:44.629+0000,200,0,,,127.0.0.1,,POST,login,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T15:27:45.838+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,73A77C03-9ADA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T15:27:56.701+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,73A77C03-9ADA-E711-810B-0A719F038A93,127.0.0.1,,PUT,updateNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:35:30.303+0000,200,0,,,127.0.0.1,,POST,login,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:35:31.465+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,994774DC-ABDA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:35:38.851+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,994774DC-ABDA-E711-810B-0A719F038A93,127.0.0.1,,POST,createNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2017-12-06T12:37:02.601-0500,200,0,,,127.0.0.1,,POST,login,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:37:04.438+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,84FAD113-ACDA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:37:07.479+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,84FAD113-ACDA-E711-810B-0A719F038A93,127.0.0.1,,POST,createNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:37:10.329+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,84FAD113-ACDA-E711-810B-0A719F038A93,127.0.0.1,,POST,createNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:37:16.776+0000,200,0,,,127.0.0.1,,POST,login,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:37:17.953+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,0CF2F01B-ACDA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:37:25.163+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,0CF2F01B-ACDA-E711-810B-0A719F038A93,127.0.0.1,,POST,createNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:38:29.098+0000,200,0,,,127.0.0.1,,POST,login,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:38:30.214+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,C3F70547-ACDA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:38:36.714+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,C3F70547-ACDA-E711-810B-0A719F038A93,127.0.0.1,,POST,createNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:38:40.557+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,C3F70547-ACDA-E711-810B-0A719F038A93,127.0.0.1,,PUT,updateNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:38:47.200+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,C3F70547-ACDA-E711-810B-0A719F038A93,127.0.0.1,,PUT,updateNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:39:57.103+0000,200,0,,,127.0.0.1,,POST,authenticateAPI,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:39:57.757+0000,200,0,,,127.0.0.1,,POST,login,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:39:58.916+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,FBE8317B-ACDA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:41:03.227+0000,200,0,,,127.0.0.1,,POST,login,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:41:04.450+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,07A4ECA2-ACDA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:43:50.130+0000,200,0,,,127.0.0.1,,POST,authenticateAPI,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:43:50.784+0000,200,0,,,127.0.0.1,,POST,login,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:43:52.355+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,F0F01606-ADDA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:44:25.503+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,F0F01606-ADDA-E711-810B-0A719F038A93,127.0.0.1,,POST,createNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2017-12-06T12:48:40.796-0500,200,0,,,127.0.0.1,,POST,authenticateAPI,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T12:48:42.170-0500,200,0,,,127.0.0.1,,POST,login,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:48:43.507+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,C76D97B3-ADDA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:48:58.110+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,C76D97B3-ADDA-E711-810B-0A719F038A93,127.0.0.1,,POST,createNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2017-12-06T12:54:01.614-0500,200,0,,,127.0.0.1,,POST,login,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:54:03.406+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,47504C71-AEDA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:54:09.293+0000,500,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,47504C71-AEDA-E711-810B-0A719F038A93,127.0.0.1,,POST,createNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2017-12-06T12:59:32.545-0500,200,0,,,127.0.0.1,,POST,login,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:59:34.253+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,B9CB6638-AFDA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T17:59:38.679+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,B9CB6638-AFDA-E711-810B-0A719F038A93,127.0.0.1,,POST,createNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2017-12-06T13:02:08.274-0500,201,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,B9CB6638-AFDA-E711-810B-0A719F038A93,127.0.0.1,,PUT,updateNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2017-12-06T13:09:26.551-0500,200,0,,,127.0.0.1,,POST,login,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T18:09:28.304+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,23B77B9A-B0DA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T18:09:32.872+0000,201,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,23B77B9A-B0DA-E711-810B-0A719F038A93,127.0.0.1,,PUT,updateNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2017-12-06T13:11:51.532-0500,201,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,23B77B9A-B0DA-E711-810B-0A719F038A93,127.0.0.1,,PUT,updateNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2017-12-06T13:16:12.296-0500,201,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,23B77B9A-B0DA-E711-810B-0A719F038A93,127.0.0.1,,PUT,updateNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2017-12-06T13:17:55.393-0500,201,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,23B77B9A-B0DA-E711-810B-0A719F038A93,127.0.0.1,,PUT,updateNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2017-12-06T13:29:01.032-0500,200,0,,,127.0.0.1,,POST,authenticateAPI,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T13:29:02.123-0500,200,0,,,127.0.0.1,,POST,login,,,,Apache-HttpClient/4.3.5 (java 1.5),,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T18:29:03.523+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,D0FB4A56-B3DA-E711-810B-0A719F038A93,127.0.0.1,,GET,getRoles,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T18:29:10.852+0000,200,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,D0FB4A56-B3DA-E711-810B-0A719F038A93,127.0.0.1,,POST,createNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2017-12-06T13:30:22.920-0500,201,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,D0FB4A56-B3DA-E711-810B-0A719F038A93,127.0.0.1,,PUT,updateNotificationProperties,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T13:49:38.049-0500,404,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,D0FB4A56-B3DA-E711-810B-0A719F038A93,127.0.0.1,,GET,getNotificationByUUID,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
2017-12-06T13:50:27.402-0500,404,1,58FCEAF2-8754-4CF7-AD32-0482EE7EEC54,D0FB4A56-B3DA-E711-810B-0A719F038A93,127.0.0.1,,GET,getNotificationByUUID,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,0.5.97,
