Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2018-06-20T19:50:58.524+0000,401,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,D1509EF7-C174-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T19:51:25.449+0000,401,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,D1509EF7-C174-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T19:51:52.995+0000,401,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,D1509EF7-C174-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T19:52:25.209+0000,401,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,D1509EF7-C174-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T19:52:49.192+0000,401,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,D1509EF7-C174-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T19:53:01.365+0000,401,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,D1509EF7-C174-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T19:53:26.420+0000,401,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,D1509EF7-C174-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T19:54:23.177+0000,200,0,,,,0:0:0:0:0:0:0:1,POST,authenticateAPI,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T19:54:25.188+0000,200,0,,,,0:0:0:0:0:0:0:1,POST,login,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T19:54:28.604+0000,401,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,76EC24BA-C374-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T20:05:01.819+0000,401,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,76EC24BA-C374-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T20:05:16.218+0000,401,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,76EC24BA-C374-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T20:05:40.999+0000,200,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,76EC24BA-C374-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T20:06:05.907+0000,400,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,76EC24BA-C374-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T20:06:15.563+0000,400,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,76EC24BA-C374-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T20:06:23.559+0000,400,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,76EC24BA-C374-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
2018-06-20T20:06:40.279+0000,400,1,6F1E557A-3D7E-4594-865E-06C8D913EE4B,76EC24BA-C374-E811-A992-F325D2AED187,,0:0:0:0:0:0:0:1,POST,createEvents,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,A4C4035F-2C3F-4B9E-89D7-18110103F645,,,
