Timestamp,ResultStatusCode,Authenticated,LoginUUID,SessionUUID,IPV4ClientIp,IPV6ClientIp,HttpVerb,Method,DeviceId,DeviceString,AgentId,AgentString,OsId,OsString,ApplicationUUID,ApplicationReleaseString,ApplicationVersionCode,UserDefined
2017-11-22T13:16:34.639-0500,200,0,,,,0:0:0:0:0:0:0:1,POST,login,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,F3E50A2D-F460-4F07-B056-CA0E9CDCC328,,,
2017-11-22T18:17:44.677+0000,401,1,E4BE904A-E437-45D9-98FB-CCB078411EB1,126F4F48-B1CF-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,POST,createSurveyResponses,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,3CE4AC58-91C2-4744-A18C-84ABBE288762,,,
2017-11-22T18:18:19.514+0000,401,1,E4BE904A-E437-45D9-98FB-CCB078411EB1,126F4F48-B1CF-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,POST,createSurveyResponses,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,3CE4AC58-91C2-4744-A18C-84ABBE288762,,,
2017-11-22T18:18:41.684+0000,401,0,,136F4F48-B1CF-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,POST,createSurveyResponses,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,3CE4AC58-91C2-4744-A18C-84ABBE288762,,,
2017-11-22T18:19:04.076+0000,401,1,E4BE904A-E437-45D9-98FB-CCB078411EB1,126F4F48-B1CF-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,POST,createSurveyResponses,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,3CE4AC58-91C2-4744-A18C-84ABBE288762,,,
2017-11-22T18:19:30.119+0000,400,1,E4BE904A-E437-45D9-98FB-CCB078411EB1,126F4F48-B1CF-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,POST,createSurveyResponses,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,3CE4AC58-91C2-4744-A18C-84ABBE288762,,,
2017-11-22T18:19:52.545+0000,401,0,,2A59EAC2-40CE-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,GET,getMessages,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,F3E50A2D-F460-4F07-B056-CA0E9CDCC328,,,
2017-11-22T18:20:04.709+0000,401,1,E4BE904A-E437-45D9-98FB-CCB078411EB1,126F4F48-B1CF-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,POST,createSurveyResponses,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,3CE4AC58-91C2-4744-A18C-84ABBE288762,,,
2017-11-22T18:20:22.884+0000,500,1,E4BE904A-E437-45D9-98FB-CCB078411EB1,126F4F48-B1CF-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,POST,createSurveyResponses,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,{{qoc_application_uuid}},,,
2017-11-22T18:21:07.492+0000,401,1,E4BE904A-E437-45D9-98FB-CCB078411EB1,126F4F48-B1CF-E711-810B-0A719F038A93,,0:0:0:0:0:0:0:1,POST,createSurveyResponses,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,B8FAA490-199F-4DA3-AFEE-CB6FEBE9A96C,,,
2017-11-22T18:22:01.711+0000,401,0,,,,0:0:0:0:0:0:0:1,POST,authenticateAPI,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,F3E50A2D-F460-4F07-B056-CA0E9CDCC328,,,
2017-11-22T18:22:11.650+0000,401,0,,,,0:0:0:0:0:0:0:1,POST,authenticateAPI,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,F3E50A2D-F460-4F07-B056-CA0E9CDCC328,,,
2017-11-22T18:22:22.625+0000,401,0,,,,0:0:0:0:0:0:0:1,POST,authenticateAPI,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,F3E50A2D-F460-4F07-B056-CA0E9CDCC328,,,
2017-11-22T18:22:36.880+0000,200,0,,,,0:0:0:0:0:0:0:1,POST,authenticateAPI,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,F3E50A2D-F460-4F07-B056-CA0E9CDCC328,,,
2017-11-22T18:22:54.354+0000,200,0,,,,0:0:0:0:0:0:0:1,POST,login,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",,,F3E50A2D-F460-4F07-B056-CA0E9CDCC328,,,
